Abkhazia
505,05,The Ozitel Network Pty. Ltd.,Ozitel,Inactive
505,06,Hutchison 3G Australia Pty. Ltd.,Hi3G,Operational
505,08,One.Tel GSM 1800 Pty. Ltd.,One.Tel,Inactive
505,09,Airnet Commercial Australia Ltd.,Airnet,Inactive
505,11,Telstra Corporation Ltd.,,Inactive
505,12,Hutchison 3G Australia Pty. Ltd.,Hi3G,Operational
505,13,Rail Corporation New South Wales,Railcorp,Operational
505,14,Telecom New Zealand,AAPT,Operational
505,15,3GIS Pty Ltd. (Telstra & Hutchison 3G),3GIS,Inactive
505,21,TPG Telecom Limited,SOUL,Operational
505,24,Advanced Communications Technologies Pty. Ltd.,,Operational
505,38,Vodafone Hutchison Australia Proprietary Limited,Crazy John`s,Operational
505,71,Telstra Corporation Ltd.,Telstra,Operational
505,72,Telstra Corporation Ltd.,Telstra,Operational
505,88,Localstar Holding Pty. Ltd.,,Inactive
505,90,Optus Ltd.,Optus,Operational
505,99,One.Tel GSM 1800 Pty. Ltd.,,Inactive
Austria
232,01,A1 Telekom Austria,A1,Operational
232,02,A1 Telekom Austria,A1,Operational
232,03,T-Mobile,T-Mobile,Operational
232,05,Orange,Orange,Operational
232,06,,Orange,Operational
232,07,tele.ring,Tele.ring,Operational
232,09,A1 Telekom Austria,A1,Operational
232,10,Hutchison 3G Austria,3 (Drei),Operational
232,11,A1 Telekom Austria,Bob,Operational
232,12,Yesss (Orange),Yesss,Operational
232,14,Hutchison 3G Austria,3 (Drei),Operational
232,15,Barablu Mobile Ltd,Barablu,Operational
232,91,ÖBB,GSM-R A,Operational
Azerbaijan
400,01,Azercell Limited Liability Joint Venture,Azercell,Operational
400,02,Bakcell Limited Liabil ity Company,Bakcell,Operational
400,03,Catel,FONEX,Inactive
400,04,Azerfon,Nar Mobile,Operational
Bahamas
364,39,The Bahamas Telecommunications Company Ltd,BaTelCo,Inactive
364,390,The Bahamas Telecommunications Company Ltd,BaTelCo,Operational
Bahrain
426,01,Bahrain Telecommunications Company,Batelco,Operational
426,02,Zain Bahrain,Zain BH,Operational
426,04,STC Bahrain,Viva,Operational
Bangladesh
470,01,GrameenPhone Ltd,GramenPhone,Operational
470,02,Axiata Bangladesh Ltd.,Robi,Operational
470,03,Orascom Telecom Holding,Banglalink,Operational
470,04,TeleTalk,TeleTalk,Operational
470,05,Citycell,Citycell,Operational
470,06,Airtel,Airtel,Operational
470,07,Aritel,Airtel,Operational
Barbados
342,50,Digicel,,Inactive
342,600,Lime (Cable & Wireless),Lime (Cable & Wireless),Operational
342,750,Digicel,DigiCel,Operational
342,810,Cingular Wireless,,Inactive
342,820,Sunbeach Communications,,Inactive
Belarus
257,01,MDC Velcom,Velcom,Operational
257,02,Mobile TeleSystems,MTS,Operational
257,03,BelCel,DIALLOG,Operational
257,04,Belarussian Telecommunications Network,life :),Operational
257,501,,BelCel JV,Operational
Belgium
206,01,Belgacom Mobile,Proximus,Operational
206,05,Telenet,Telenet,Operational
206,10,France Telecom,Mobistar,Operational
206,20,KPN,Base,Operational
Belize
702,67,Belize Telemedia,DigiCell,Operational
702,68,International Telecommunications Ltd. (INTELCO),IntelCo,Operational
702,99,SpeedNet Communications Ltd,Smart,Operational
Benin
616,00,BBCOM,,Inactive
616,01,Benin Telecoms Mobile,Libercom,Operational
616,02,Telecel Benin,Moov,Operational
616,03,Spacetel Benin,MTN,Operational
616,04,Bell Benin Communications,BBCOM,Operational
616,05,Glo Communications,Glo,Operational
Bermuda
350,01,Cingular GSM 1900,Digicel Bermuda,Operational
350,02,M3 Wireless,Mobility,Operational
350,10,Cingular Wireless,Cellular One (Cingular),Operational
350,38,Mossel (Digicel),Digicel,Operational
Bhutan
402,11,Bhutan Telecom Ltd,B-Mobile,Operational
402,17,B-Mobile of Bhutan Telecom,,Inactive
402,77,Tashi InfoComm Limited,TashiCell,Operational
Bolivia
736,01,Nuevatel S.A.,Nuevatel,Operational
736,02,ENTEL S.A.,Entel,Operational
736,03,Telefonica Celular De Bolivia S.A,Tigo,Operational
736,20,Entel BOlivia,,Inactive
Bosnia and Herzegovina
218,03,Public Enterprise Croatian Telecom Ltd.,HT-Eronet,Operational
218,05,RS Telecommunications JSC Banja Luka,m:tel,Operational
218,90,BH Telecom,BH Mobile,Operational
Botswana
652,01,Mascom Wireless (Pty) Ltd.,Mascom,Operational
652,02,Orange Botswana (Pty) Ltd.,Orange,Operational
652,04,Botswana Telecommunications Corporation,BTC Mobile,Operational
Brazil
724,00,Nll Holdings, INC.,Nextel,Operational
724,01,CRT Cellular,,Operational
724,02,Telecom Italia Mobile,TIM,Operational
724,03,Telecom Italia Mobile,TIM,Operational
724,04,Telecom Italia Mobile,TIM,Operational
724,05,Claro,Claro,Operational
724,06,Vivo S.A,Vivo,Operational
724,07,CTBC Telecom,CTBC Celular,Operational
724,08,Telecom Italia Mobile,TIM,Operational
724,09,Telepar Cel,,Inactive
724,10,Vivo S.A,Vivo,Operational
724,11,Vivo S.A,Vivo,Operational
724,12,Americel,,Inactive
724,13,Telesp Cel,,Inactive
724,14,Maxitel BA,,Inactive
724,15,Sercomtel Celular,Sercomtel,Operational
724,16,Brasil Telecom Celular S.A,Oi,Operational
724,17,Ceterp Cel,,Inactive
724,18,Norte Brasil Tel,,Inactive
724,19,Telemig Cel,,Inactive
724,21,Telerj Cel,,Inactive
724,23,Vivo S.A,Oi,Operational
724,24,Amazonia Celular S/A,Oi / Brasil Telecom,Operational
724,25,Telebrasilia Cel,,Inactive
724,27,Telegoias Cel,,Inactive
724,29,Telemat Cel,,Inactive
724,31,TNL PCS,Oi,Operational
724,32,CTBC Celular,CTBC Celular,Operational
724,33,CTBC Celular,CTBC Celular,Operational
724,34,CTBC Celular,CTBC Celular,Operational
724,35,Telebahia Cel,,Inactive
724,37,Unicel Do Brasil,Aeiou,Operational
724,39,NII Holdings Inc,Nextel,Inactive
724,41,Telpe Cel,,Inactive
724,43,Telepisa Cel,,Inactive
724,45,Telpa Cel,,Inactive
724,47,Telern Cel,,Inactive
724,48,Teleceara Cel,,Inactive
724,51,Telma Cel,,Inactive
724,53,Telepara Cel,,Inactive
724,55,Teleamazon Cel,,Inactive
724,57,Teleamapa Cel,,Inactive
724,59,Telaima Cel,,Inactive
British Virgin Islands
348,170,Cabel & Wireless (west Indies),Cabel & Wireless,Operational
348,570,Caribbean Cellular Telephone, Boatphone Ltd.,CCT Boatphone,Operational
348,770,Digicel (BVI) Limited,Digicel,Operational
Brunei Darussalam
528,01,Jabatan Telekom Brunei,,Operational
528,02,B-Mobile Communications Sdn Bhd,B-Mobile,Operational
528,11,DST Com,DSTCom,Operational
Bulgaria
284,01,M-Tel GSM BG,M-Tel,Operational
284,03,BTC Mobile,Vivacom,Operational
284,05,Globul,GLOBUL,Operational
284,06,BTC Mobile,Vivacom,Operational
Burkina Faso
613,01,Onatal,Telmob,Operational
613,02,Celtel Burkina Faso,Zain,Operational
613,03,Telcel Faso SA,Telcel Faso,Operational
Burundi
642,01,Econet Wireless Burundi PLC,Spacetel,Operational
642,02,Africell PLC,Africell,Operational
642,03,Onatel,Onatel,Operational
642,07,LACELL SU,Smart Mobile,Operational
642,08,HiTs Telecom,HiTs Telecom,Inactive
642,82,U-COM Burundi S.A.,U-COM Burundi,Operational
Cambodia
456,01,CamGSM,Mobitel,Operational
456,02,Telekom Malaysia International (Cambodia) Co. Ltd,Hello,Operational
456,03,S Telecom (reserved),S Telecom,Operational
456,04,Cambodia Advance Communications Co. Ltd,QB,Operational
456,05,Applifone Co. Ltd,Star-Cell,Operational
456,06,Latelz Co. Ltd,Smart Mobile,Operational
456,08,Viettel,Mefone,Operational
456,09,Sotelco Ltd.,Beeline,Operational
456,11,Excell,Excell,Operational
456,18,Camshin (Shinawatra),Mfone,Operational
Cameroon
624,01,Mobile Telephone Networks Cameroon,MTN Cameroon,Operational
624,02,Orange Cameroun,Orange,Operational
Canada
302,220,Telus Mobility,Telus,Operational
302,221,Telus Mobility (Unknown),Telus,Operational
302,290,Aurtek Wurekess,,Operational
302,320,Dave Wireless,Mobilicity,Operational
302,350,FIRST Networks Operations,FIRST,Operational
302,360,Telus Mobility,MiKE,Operational
302,361,Telus Mobility,Telus,Operational
302,370,Fido Solutions (Rogers Wireless),Fido,Operational
302,380,Dryden Mobility,DMTS,Operational
302,490,Globalive Communications,WIND Mobile,Operational
302,500,Videotron,Videotron,Operational
302,510,Videotron,Videotron,Operational
302,610,Bell Mobility,Bell,Operational
302,620,ICE Wireless,ICE Wireless,Operational
302,640,Bell Mobility,Bell,Operational
302,651,Bell Mobility,Bell,Operational
302,652,BC Tel Mobility,,Operational
302,653,Telus Mobility,Telus,Operational
302,654,Sask Tel Mobility,,Operational
302,655,MTS Mobility,MTS,Operational
302,656,Thunder Bay Telephone Mobility,TBay,Operational
302,657,Telus Mobility,Telus,Operational
302,680,SaskTel Mobility,SaskTel,Operational
302,701,MB Tel Mobility,,Operational
302,702,MT&T Mobility (Aliant),,Operational
302,703,New Tel Mobility (Aliant,,Operational
302,710,Globalstar Canada,Globalstar,Operational
302,720,Rorges Communications,Rogers Wireless,Operational
302,780,SaskTel Mobility,SaskTel,Operational
302,880,Shared Telus, Bell, and SaskTel,Bell / Telus / SaskTel,Operational
Cape Verde
625,01,CVMovel, S.A.,CVMOVEL,Operational
625,02,T+Telecomunicaçôes,T+,Operational
Cayman Islands
346,50,Digicel Cayman Ltd.,Digicel,Operational
346,140,Cable & Wireless (Cayman) Limited,Cable & Wireless (Lime),Operational
Central African Republic
623,01,Atlantique Telecom Centrafrique SA,MOOV,Operational
623,02,Telecel Centrafrique (TC),TC,Operational
623,03,Orange RCA,Orange,Operational
623,04,Nationlink Telecom RCA,Nationlink,Operational
Chad
622,01,CelTel Tchad SA,Zain,Operational
622,02,Tchad Mobile,Tawali,Operational
622,03,Millicom Tchad,Millicom Tchad,Operational
622,04,Sotel Mobile,Salam,Operational
Chile
730,01,Entel PCS Telecomunicaciones S.A.,entel,Operational
730,02,Telefónica Móvil de Chile,movistar,Operational
730,03,Claro Chile S.A.,Claro,Operational
730,04,Centennial Cayman Corp. Chile S.A.,Nextel,Operational
730,05,VTW S.A.,VTR Móvil,Inactive
730,09,Centennial Cayman Corp. Chile,Nextel,Operational
730,10,Entel Telefonia Móvil S.A.,entel,Operational
730,99,WILL Telefonia,Will,Operational
China
460,00,China Mobile,,Operational
460,01,China Unicom,,Operational
460,02,Liaoning PPTA,,Operational
460,03,China Unicom CDMA,,Operational
460,04,China Satellite Global Star Network,,Inactive
460,05,China Telecom,,Operational
460,06,China Unicom,,Operational
460,07,China Mobile,,Operational
460,20,China Tietong (GSM-R),,Operational
Colombia
732,01,Colombia Telecomunicaciones S.A.,,Operational
732,02,Edatel S.A.,Edatel,Operational
732,20,Emtelsa,,Inactive
732,99,Emcali,,Inactive
732,101,Comcel S.A. Occel S.A./Celcaribe,Comcel,Operational
732,102,Bellsouth Colombia S.A.,Movistar,Operational
732,103,Colombia Móvil S.A.,Tigo,Operational
732,111,Colombia Móvil S.A.,Tigo,Operational
732,123,Telefónica Móviles Colombia,Movistar,Operational
732,130,Avantel,,Inactive
Comoros and Mayotte
654,01,HURI - SNPT,,Operational
Cook Islands
548,01,Telecom Cook,,Operational
Costa Rica
712,01,Instituto Costarricense de Electricidad - ICE,ICE,Operational
712,02,Instituto Costarricense de Electricidad - ICE,ICE,Operational
712,03,Gruop ICE,ICE,Operational
Côte d'Ivoire
612,01,Cora de Comstar,,Inactive
612,02,Moov,,Operational
612,03,Orange,,Operational
612,04,Koz,,Operational
612,05,MTN,,Operational
612,06,OriCel,,Operational
Croatia
219,01,T-Mobile,,Operational
219,02,Tele2,,Operational
219,10,VIPnet,,Operational
Cuba
368,01,Empresa de Telecomunicaciones de Cuba, SA,Cubacel,Operational
Cyprus
280,00,Areeba Ltd.,,Inactive
280,01,CYTA,Cytamobile-Vodafone,Operational
280,10,Areeba Ltd,MTN,Operational
280,20,Primetel PLC,Primetel,Operational
Czech Rep.
230,01,T-Mobile Czech Republic a.s.,T-Mobile,Operational
230,02,Telefónica O2 Czech Republic a.s.,O2,Operational
230,03,Vodafone Czech Republic a.s.,Vodafone,Operational
230,04,Mobilkom a.s.,U:fon,Operational
230,05,Travel Telecomunication s.r.o.,,Inactive
230,06,Osno Telecomunication s.r.o.,,Inactive
230,98,Sprava Zeleznicni Dopravni Cesty,SŽDC s.o.,Inactive
230,99,Vodafone Czech Republic a.s. R&D Centre,Vodafone,Operational
Democratic Rep. of Congo
630,01,Vodacom Congo RDC sprl,Vodacom,Operational
630,02,Celtel Congo,Zain,Operational
630,05,Supercell Sprl,Supercell,Operational
630,10,Libertis Telecom,,Inactive
630,86,Congo-Chine Telecom s.a.r.l.,CCT,Operational
630,88,Yozma Timeturns,Yozma Timeturns,Operational
630,89,Sait-Télécom SPRL,SAIT Telecom,Operational
Denmark
238,01,TDC Mobil APS,TDC,Operational
238,02,Telenor Denmark,Telenor,Operational
238,03,End2End,,Operational
238,05,Dansk Beredskapskommunikasjon,Dansk Beredskapskommunikasjon,Inactive
238,06,H3G APS,03,Operational
238,07,Mundio Mobile,Mundio Mobile,Operational
238,08,,Nordisk Mobiltelefon,Operational
238,10,TDC Mobil APS,TDC,Operational
238,12,Lyca Mobile Denmark Ltd,Lyca,Operational
238,20,Telia Sonera APS,Telia,Operational
238,23,,Banedanmark,Inactive
238,30,Telia Sonera APS,Telia,Operational
238,40,,Ericsson Danmark A/S,Inactive
238,77,Telenor Denmark,Telenor,Operational
Djibouti
638,01,Evatis,,Operational
Dominica
366,20,Cingular Wireless,Digicel,Operational
366,110,Cable & Wireless Dominica Ltd.,,Operational
Dominican Republic
370,01,Orange Dominicana, S.A.,Orange,Operational
370,02,Compañía Dominicana de Teléfonos, C por,Claro,Operational
370,03,Tricom S.A.,Tricom,Operational
370,04,Trilogy Dominicana, S.A.,Viva,Operational
Ecuador
740,00,Otecel S.A. - Bellsouth,Moviestar,Operational
740,01,América Móvil,Porta,Operational
740,02,Telecsa S.A.,Alegro,Operational
Egypt
602,01,EEMS - Mobinil,Mobinil,Operational
602,02,Vodafone Egypt,Vodafone,Operational
602,03,Etisalat Egypt,Etisalat,Operational
El Salvador
706,01,CTE Telecom Personal, S.A. de C.V.,CTW Telecom Personal,Operational
706,02,Digicel Group,Digicel,Operational
706,03,Telemovil EL Salvador S.A.,Tigo,Operational
706,04,Telefónica Móviles El Salvador,movistar,Operational
706,10,América Móvil,Claro,Operational
Equatorial Guinea
627,01,Guinea Ecuatorial de Telecomunicaciones Sociedad Anónima ,Orange GQ,Operational
627,03,HiTs EG.SA,Hits GQ,Operational
Estonia
248,01,EMT GSM,EMT,Operational
248,02,Elisa Eesti,Elisa,Operational
248,03,Tele 2 Eesti,Tele 2,Operational
248,04,OY Top Connect,,Inactive
248,05,AS Bravocom Mobiil,,Inactive
248,06,OY ViaTel (UMTS),,Operational
248,07,Televõrgu AS,,Inactive
248,71,Siseministeerium (Ministry of Interior),,Inactive
Ethiopia
636,01,Ethiopian Telecoms Auth. (ETH MTN),ETH MTN,Operational
Falkland Islands
750,01,Touch,Cable & Wireless,Operational
Faroe Islands
288,01,Faroese Telecom - GSM,,Operational
288,02,Vodafone Faroe Islands,Vodafone,Operational
Fiji
542,01,Vodafone,Vodafone,Operational
542,02,Digicel Fiji,Digicel,Operational
Finland
244,03,DNA Oy,DNA,Operational
244,05,Elisa Oyj,Elisa,Operational
244,07,Nokia test network,Nokia,Inactive
244,08,Unknown network/operator,Uknown brand,Inactive
244,09,Finnet Group,Finnet,Operational
244,10,TDC Oy,TDC,Operational
244,11,Soumen Erillisverkot Oy,Virve,Inactive
244,12,DNA Oy,DNA,Operational
244,14,Alands Mobiltelefon AB,AMT,Operational
244,15,Samk student network,Samk,Operational
244,16,Oy Finland Tele2 AB,,Inactive
244,21,Saunalahti,Saunalahti,Operational
244,29,,Scnl Truphone,Operational
244,41,Saunalahti,Saunalahti,Inactive
244,91,TeliaSonera Finland Oyj,Sonera,Operational
France
208,00,France Telecom,Orange,Inactive
208,01,France Telecom,Orange,Operational
208,02,France Telecom,Orange,Operational
208,05,Globalstar Europe,,Inactive
208,06,Globalstar Europe,,Inactive
208,07,Globalstar Europe,,Inactive
208,10,Vivendi,SFR,Operational
208,11,Vivendi,SFR,Operational
208,13,Vivendi,SFR,Inactive
208,14,Iliad,Free Mobile,Operational
208,15,Iliad,Free Mobile,Operational
208,20,Bouygues Telecom,Bouygues,Operational
208,21,Bouygues Telecom,Bouygues,Operational
208,88,Bouygues Telecom (Zones Blanches),Bouygues,Operational
French Guiana
742,01,Orange Caribe French Guiana,Orange Caribe French Guiana,Inactive
French Polynesia
547,00,Digicel Antilles Francaises Guyane,,Inactive
547,01,Orange Caraibe Mobiles,,Inactive
547,02,Outremer Telecom,,Inactive
547,03,Saint Martin et Saint Barthelemy Telcell Sarl,,Inactive
547,08,AMIGO GSM,,Inactive
547,20,Tikiphone,,Operational
Gabon
628,01,Gabon Telecom & Libertis S.A.,Libertis,Operational
628,02,Atlantique Télécom (Etisalat Group),Moov,Operational
628,03,Celtel Gabon S.A.,Airtel,Operational
628,04,USAN Gabon S.A.,Azur,Operational
628,05,Réseau de l’Administration Gabonaise,RAG,Operational
Gambia
607,01,Gamcel,Gamcel,Operational
607,02,Africell,Africell,Operational
607,03,Comium Services Ltd,Comium,Operational
607,04,QCell Gambia,QCell,Operational
Georgia
282,01,Geocell Ltd.,Geocell,Operational
282,02,Magti GSM Ltd.,MagtiCom,Operational
282,03,Iberiatel Ltd.,Iberiatel,Operational
282,04,Beeline,Beeline,Operational
282,05,Sliknet,SLINKNET,Operational
282,67,Aquafon,,Operational
282,88,A-Mobile,,Inactive
Germany
262,01,T-Mobile Deutschland GmbH,T-Mobile,Operational
262,02,Vodafone D2 GmbH,Vodafone,Operational
262,03,E-Plus Mobilfunk GmbH & Co. KG,E-plus,Operational
262,04,Vodafone D2 GmbH,Vodafone (Reserved),Operational
262,05,E-Plus Mobilfunk GmbH & Co. KG,E-Plus (Reserved),Operational
262,06,T-Mobile Deutschland GmbH,T-Mobile (Reserved),Operational
262,07,O2 (Germany) GmbH & Co. OHG,O2,Operational
262,08,O2 (Germany) GmbH & Co. OHG,O2,Operational
262,09,Vodafone D2 GmbH,Vodafone,Operational
262,10,Arcor AG & Co. (GSM-R),,Operational
262,11,O2 (Germany) GmbH & Co. OHG,O2  (RESERVED),Operational
262,12,Dolphin Telecom (Deutschland) GmbH,,Operational
262,13,Mobilcom Multimedia GmbH,,Inactive
262,14,Group 3G UMTS GmbH (Quam),,Inactive
262,15,Airdata AG,Airdata,Inactive
262,16,MVNE (E-plus),Vistream,Operational
262,17,Ring Mobilfunk,Ring Mobilfunk,Operational
262,60,DB Telematik (GSM-R),,Inactive
262,76,Siemens AG,,,Operational
262,77,E-Plus Mobilfunk GmbH & Co. KG,E-Plus,Operational
262,901,Debitel AG,Debitel,Operational
Ghana
620,01,MTN Group,MTN,Operational
620,02,Vodafone Group,Vodafone,Operational
620,03,Millicom Ghana,tiGO,Operational
620,04,Kasapa Telecom Ltd.,Expresso,Operational
620,06,Airtel,Airtel,Operational
620,997,Glo Mobile Ghana,Glo Mobile,Operational
Gibraltar
266,01,Gibtelecom GSM,GibTel,Operational
266,06,CTS Gibraltar,CTS Mobile,Operational
266,09,Cloud9 Mobile Communications,,Inactive
Greece
202,01,Cosmote Mobile Teelecommunications S.A.,Cosmote,Operational
202,05,Vodafone - Panafon,Vodafone,Operational
202,09,Wind Hellas Telecommunications S.A.,Wind,Operational
202,10,Wind Hellas Telecommunications S.A.,Wind,Operational
Greenland
290,01,Tele Greenland,,Operational
Grenada
352,30,Digicel,Digicel,Operational
352,110,Cable & Wireless Grenada Ltd.,Cable & Wireless,Operational
Guam (US)
535,47,Docomo Pacific Inc,,Operational
Guatemala
704,01,Servicios de Comunicaciones Personales Inalámbricas, S.A. ,Claro,Operational
704,02,Comunicaciones Celulares S.A.,Comcel / Tigo,Operational
704,03,Telefónica Centroamérica Guatemala S.A.,Movistar,Operational
Guinea
611,01,Orange,Orange S.A.,Operational
611,02,Sotelgui Lagui,Sotelgui,Operational
611,03,INTERCEL Guinée,Telecel Guinee,Operational
611,04,Areeba Guinea,MTN,Operational
611,05,Cellcom Guinée SA,Cellcom,Operational
Guinea-Bissau
632,01,Guinétel S.A.,,Inactive
632,02,Spacetel Guiné-Bissau S.A.,,Operational
632,03,	Orange,	Orange,Operational
632,07,Guinetel (Telecel Guinee SARL),,Inactive
Guyana
738,01,U-Mobile (Cellular) Inc.,Digicel,Operational
738,02,Guyana Telephone & Telegraph Co.,GT&T Cellink Plus,Operational
Haiti
372,01,Communication Cellulaire dHaiti SA,Voila,Operational
372,02,Unigestion Holding S.A,Digicel,Operational
372,03,Telecommunication S.A,NATCOM,Operational
372,50,Unigestion Holding S.A,Digicel,Operational
Honduras
708,01,Servicios de Comunicaciones de Honduras S.A. de C.V.,Claro,Operational
708,02,Celtel / Tigo,Tigo,Operational
708,30,Empresa Hondurena de Telecomunicaciones,Hondutel,Operational
708,40,Digicel de Honduras,DIGICEL,Operational
Hongkong China
454,00,CSL Ltd,1O1O / One2Free,Operational
454,01,CITIC Telecom 1616,,Operational
454,02,CSL Ltd,CSL,Operational
454,03,Hutchison Telecom,3 (3G),Operational
454,04,Hutchison Telecom,3 (2G),Operational
454,05,Hutchison Telecom,3 (CDMA),Operational
454,06,SmarTone Mobile Communications Ltd,SmarTone-Vodafone,Operational
454,07,China Unicom (Hong Kong) Ltd,,Operational
454,08,Trident Telecom,,Operational
454,09,China Motion Telecom,,Operational
454,10,CSL Ltd,New World Mobility,Operational
454,11,China-Hong Kong Telecom,,Operational
454,12,China Mobile Hong Kong Company Ltd,CMCC HK,Operational
454,14,Hutchison Telecom,,Operational
454,15,3G Radio System/SMT3G,,Operational
454,16,PCCW Ltd,PCCW Mobile,Operational
454,17,SmarTone Mobile Communications Limited,SmarTone Mobile Communications Limited,Operational
454,18,CSL Ltd,CSL,Operational
454,19,PCCW Ltd,PCCW Mobile,Operational
454,22,,SmarTone Mobile (P-Plus),Operational
454,29,PCCW Ltd,PCCW Mobile,Operational
454,40,shared by private TETRA systems,,Inactive
454,47,Hong Kong Police Force - TETRA systems,,Inactive
Hungary
216,01,Telenor Magyarország Zrt.,Telenor,Operational
216,30,Magyar Telekom Plc,T-Mobile,Operational
216,70,Vodafone Magyarország Zrt.,Vodafone,Operational
Iceland
274,01,Iceland Telecom Ltd.,Siminn,Operational
274,02,Vodafone,Vodafone,Operational
274,03,Islandssimi GSM ehf,Vodafone,Operational
274,04,IMC Islande ehf,Viking,Operational
274,06,09 Mobile,,Operational
274,07,IceCell ehf,IceCell,Operational
274,11,Nova ehf,Nova,Operational
India
404,00,Sistema Shyam (Rajasthan),Sistema Shyam,Operational
405,01,Reliance Telecom (Andhra Pradesh),Reliance Telecom,Operational
404,01,Vodafone (Haryana),Vodafone,Operational
404,02,Bharti Airtel Ltd (Punjab),Airtel,Operational
404,03,Bharti Airtel Ltd (Himachal Pradesh),Airtel,Operational
405,03,Reliance Telecom (Bihar),Reliance Telecom,Operational
405,04,Reliance Telecom (Chennai),Reliance Telecom,Operational
404,04,Idea (Delhi),Idea,Operational
405,05,Reliance Telecom (Delhi),Reliance Telecom,Operational
404,05,Vodafone (Gujarat),Vodafone,Operational
405,06,Reliance Telecom (Gujarat),Reliance Telecom,Operational
405,07,Reliance Telecom (Haryana),Reliance Telecom,Operational
404,07,Idea (Andhra Pradesh),Idea,Operational
405,08,Reliance Telecom (Himachal Pradesh),Reliance Telecom,Operational
405,09,Reliance Telecom (Jammu & Kashmir),Reliance Telecom,Operational
404,09,Reliance Telecom (Assam),Reliance Telecom,Operational
405,10,Reliance Telecom (Karnataka),Reliance Telecom,Operational
404,10,Bharti Airtel Ltd (Delhi),Airtel,Operational
405,11,Reliance Telecom (Kerala),Reliance Telecom,Operational
404,11,Vodafone (Delhi),Vodafone,Operational
405,12,Reliance Telecom (Kolkata),Reliance Telecom,Operational
404,12,Idea (Haryana),Idea,Operational
405,13,Reliance Telecom (Maharashtra),Reliance Telecom,Operational
404,13,Vodafone (Andhra Pradesh),Vodafone,Operational
405,14,Reliance Telecom (Madhya Pradesh),Reliance Telecom,Operational
404,14,Idea (Punjab),Idea,Operational
405,15,Reliance Telecom (Mumbai),Reliance Telecom,Operational
404,15,Vodafone (Uttar Pradesh (East),Vodafone,Operational
404,16,Bharti Airtel Ltd (North East),Airtel,Operational
404,17,Aircel (West Bengal),Aircel,Operational
405,17,Reliance Telecom (Orissa),Reliance Telecom,Operational
405,18,Reliance Telecom (Punjab),Reliance Telecom,Operational
404,18,Reliance Telecom (Himachal Pradesh),Reliance Telecom,Operational
405,19,Reliance Telecom (Rajasthan),Reliance Telecom,Operational
404,19,Idea (Kerala),Idea,Operational
405,20,Reliance Telecom (Tamilnadu),Reliance Telecom,Operational
404,20,Vodafone (Mumbai),Vodafone,Operational
405,21,Reliance Telecom (Uttar Pradesh (East),Reliance Telecom,Operational
